Id,Shape,Weight,Clarity,Colour,Cut,Polish,Symmetry,Fluorescence,Messurements,Price,Data Url,cut_type
1775311,HEART,0.3,VS2,M,EX,VG,GD,F,4.07-4.52×2.61,575.28,https://capitalwholesalediamonds.com/product/0-3-ct-heart-420/,heart
1767945,HEART,0.31,VS1,M,EX,VG,VG,F,4.04-4.79×2.71,615.67,https://capitalwholesalediamonds.com/product/0-31-ct-heart-148/,heart
1793192,HEART,0.31,VS1,M,VG,EX,VG,N,4.35-4.39×2.62,631.92,https://capitalwholesalediamonds.com/product/0-31-ct-heart-149/,heart
1781403,HEART,0.3,SI1,N,EX,EX,VG,N,3.99-4.72×2.76,632.57,https://capitalwholesalediamonds.com/product/0-3-ct-heart-537/,heart
1787984,HEART,0.34,SI2,J,VG,EX,VG,F,4.19-4.94×2.92,647.13,https://capitalwholesalediamonds.com/product/0-34-ct-heart-32/,heart
1771391,HEART,0.3,SI2,I,EX,EX,GD,N,4.17-4.72×2.68,658.42,https://capitalwholesalediamonds.com/product/0-3-ct-heart-405/,heart
1800054,HEART,0.29,SI1,J,VG,EX,FR,M,4.02-4.70×2.60,663.43,https://capitalwholesalediamonds.com/product/0-29-ct-heart-22/,heart
1791135,HEART,0.3,SI1,J,EX,EX,GD,N,3.90-4.58×2.73,667.08,https://capitalwholesalediamonds.com/product/0-3-ct-heart-415/,heart
1775296,HEART,0.3,VS1,J,GD,GD,GD,N,3.87-4.65×2.66,667.60,https://capitalwholesalediamonds.com/product/0-3-ct-heart-408/,heart
1772595,HEART,0.3,SI1,J,GD,VG,FR,F,4.22-4.47×2.73,676.71,https://capitalwholesalediamonds.com/product/0-3-ct-heart-414/,heart
1747964,HEART,0.31,VS2,L,EX,EX,VG,N,4.36-4.76×2.67,678.54,https://capitalwholesalediamonds.com/product/0-31-ct-heart-147/,heart
1785263,HEART,0.31,VS1,L,EX,EX,VG,M,4.17-4.68×2.67,680.63,https://capitalwholesalediamonds.com/product/0-31-ct-heart-146/,heart
1800053,HEART,0.3,SI2,I,VG,VG,GD,N,4.28-4.56×2.53,695.94,https://capitalwholesalediamonds.com/product/0-3-ct-heart-404/,heart
1800794,HEART,0.29,VS1,I,GD,VG,GD,ST,4.28-4.67×2.56,697.73,https://capitalwholesalediamonds.com/product/0-29-ct-heart-20/,heart
1787976,HEART,0.3,SI1,I,GD,VG,GD,N,4.29-4.55×2.53,702.57,https://capitalwholesalediamonds.com/product/0-3-ct-heart-401/,heart
1800787,HEART,0.3,SI1,J,VG,VG,VG,F,4.19-4.60×2.71,709.66,https://capitalwholesalediamonds.com/product/0-3-ct-heart-413/,heart
1787977,HEART,0.3,SI1,I,EX,EX,GD,ST,4.21-4.59×2.57,713.21,https://capitalwholesalediamonds.com/product/0-3-ct-heart-397/,heart
1800731,HEART,0.3,VVS2,K,GD,EX,GD,N,4.22-4.45×2.43,716.22,https://capitalwholesalediamonds.com/product/0-3-ct-heart-417/,heart
1795913,HEART,0.3,SI1,J,VG,EX,GD,F,4.01-4.58×2.73,718.28,https://capitalwholesalediamonds.com/product/0-3-ct-heart-412/,heart
1779842,HEART,0.3,VS2,K,EX,EX,VG,N,4.04-4.70×2.76,720.29,https://capitalwholesalediamonds.com/product/0-3-ct-heart-419/,heart
1800035,HEART,0.31,VS2,K,EX,EX,VG,F,4.25-4.77×2.71,730.96,https://capitalwholesalediamonds.com/product/0-31-ct-heart-145/,heart
1789921,HEART,0.3,VS1,K,EX,VG,VG,F,3.97-4.70×2.70,732.97,https://capitalwholesalediamonds.com/product/0-3-ct-heart-418/,heart
1775310,HEART,0.3,VS2,I,VG,EX,GD,M,4.07-4.53×2.74,734.49,https://capitalwholesalediamonds.com/product/0-3-ct-heart-395/,heart
1800792,HEART,0.3,SI2,H,VG,EX,GD,N,4.24-4.74×2.85,737.53,https://capitalwholesalediamonds.com/product/0-3-ct-heart-371/,heart
1741963,HEART,0.33,VVS2,J,EX,EX,GD,N,4.18-4.96×2.81,742.35,https://capitalwholesalediamonds.com/product/0-33-ct-heart-56/,heart
1747962,HEART,0.35,VS1,J,EX,EX,EX,F,4.16-4.92×2.84,746.74,https://capitalwholesalediamonds.com/product/0-35-ct-heart-18/,heart
1800785,HEART,0.3,SI1,F,VG,EX,VG,N,4.10-4.51×2.75,748.21,https://capitalwholesalediamonds.com/product/0-3-ct-heart-240/,heart
1785298,HEART,0.3,SI1,I,GD,VG,GD,N,3.90-4.68×2.73,750.70,https://capitalwholesalediamonds.com/product/0-3-ct-heart-402/,heart
1746097,HEART,0.3,VS1,I,VG,EX,VG,N,3.83-4.61×2.76,752.78,https://capitalwholesalediamonds.com/product/0-3-ct-heart-382/,heart
1795846,HEART,0.3,VVS1,K,VG,EX,VG,F,3.82-4.59×2.76,753.77,https://capitalwholesalediamonds.com/product/0-3-ct-heart-416/,heart
1771389,HEART,0.31,SI2,F,EX,EX,VG,N,4.02-4.78×2.80,756.65,https://capitalwholesalediamonds.com/product/0-31-ct-heart-86/,heart
1778575,HEART,0.3,SI1,I,VG,EX,GD,N,4.16-4.55×2.73,758.34,https://capitalwholesalediamonds.com/product/0-3-ct-heart-403/,heart
1769680,HEART,0.3,SI2,F,EX,EX,VG,N,4.16-4.61×2.73,760.87,https://capitalwholesalediamonds.com/product/0-3-ct-heart-250/,heart
1793190,HEART,0.3,VS1,J,VG,EX,GD,N,4.03-4.65×2.75,761.35,https://capitalwholesalediamonds.com/product/0-3-ct-heart-410/,heart
1793189,HEART,0.32,VS1,J,GD,VG,GD,N,3.95-4.75×2.93,761.50,https://capitalwholesalediamonds.com/product/0-32-ct-heart-85/,heart
1771385,HEART,0.3,SI1,I,VG,EX,VG,N,4.19-4.58×2.58,762.92,https://capitalwholesalediamonds.com/product/0-3-ct-heart-396/,heart
1757241,HEART,0.31,VS1,I,EX,EX,VG,M,4.10-4.82×2.78,762.92,https://capitalwholesalediamonds.com/product/0-31-ct-heart-137/,heart
1771362,HEART,0.3,VS2,J,VG,EX,GD,N,4.31-4.56×2.51,764.89,https://capitalwholesalediamonds.com/product/0-3-ct-heart-411/,heart
1783883,HEART,0.3,SI2,H,EX,VG,VG,N,3.99-4.72×2.71,766.92,https://capitalwholesalediamonds.com/product/0-3-ct-heart-372/,heart
1779847,HEART,0.3,SI1,I,VG,EX,VG,F,4.24-4.64×2.55,770.00,https://capitalwholesalediamonds.com/product/0-3-ct-heart-399/,heart
1698994,HEART,0.29,SI1,G,VG,EX,GD,N,4.18-4.71×2.60,770.27,https://capitalwholesalediamonds.com/product/0-29-ct-heart-19/,heart
1779848,HEART,0.35,SI2,G,VG,EX,VG,N,4.17-4.85×2.84,773.39,https://capitalwholesalediamonds.com/product/0-35-ct-heart-13/,heart
1771361,HEART,0.31,VS2,I,EX,EX,VG,M,4.02-4.74×2.78,773.92,https://capitalwholesalediamonds.com/product/0-31-ct-heart-142/,heart
1800791,HEART,0.3,SI2,H,EX,EX,VG,N,4.15-4.74×2.69,775.57,https://capitalwholesalediamonds.com/product/0-3-ct-heart-373/,heart
1795915,HEART,0.3,SI2,H,EX,VG,VG,N,4.34-4.64×2.53,781.15,https://capitalwholesalediamonds.com/product/0-3-ct-heart-374/,heart
1789945,HEART,0.3,SI2,F,EX,VG,GD,N,4.29-4.70×2.79,781.64,https://capitalwholesalediamonds.com/product/0-3-ct-heart-253/,heart
1778562,HEART,0.3,VS1,I,GD,VG,GD,F,3.88-4.68×2.76,786.71,https://capitalwholesalediamonds.com/product/0-3-ct-heart-383/,heart
1785297,HEART,0.31,SI1,I,GD,EX,VG,N,4.37-4.46×2.47,786.98,https://capitalwholesalediamonds.com/product/0-31-ct-heart-143/,heart
1783877,HEART,0.3,SI1,I,VG,EX,VG,N,4.04-4.67×2.62,788.23,https://capitalwholesalediamonds.com/product/0-3-ct-heart-398/,heart
1785304,HEART,0.29,SI1,D,GD,VG,GD,N,3.92-4.75×2.80,791.33,https://capitalwholesalediamonds.com/product/0-29-ct-heart-25/,heart
1789933,HEART,0.3,VS2,I,GD,EX,EX,N,4.27-4.51×2.46,794.30,https://capitalwholesalediamonds.com/product/0-3-ct-heart-392/,heart
1785301,HEART,0.3,SI2,F,GD,VG,GD,N,4.33-4.57×2.47,794.37,https://capitalwholesalediamonds.com/product/0-3-ct-heart-251/,heart
1775287,HEART,0.3,VVS2,J,VG,EX,VG,F,3.90-4.60×2.78,795.33,https://capitalwholesalediamonds.com/product/0-3-ct-heart-406/,heart
1717449,HEART,0.29,SI1,F,GD,EX,GD,N,3.86-4.55×2.76,796.23,https://capitalwholesalediamonds.com/product/0-29-ct-heart-14/,heart
1785296,HEART,0.33,SI1,I,EX,EX,GD,F,4.08-4.85×2.85,798.10,https://capitalwholesalediamonds.com/product/0-33-ct-heart-55/,heart
1793213,HEART,0.3,SI1,I,VG,EX,VG,N,4.27-4.50×2.49,799.39,https://capitalwholesalediamonds.com/product/0-3-ct-heart-400/,heart
1703692,HEART,0.4,SI1,I,EX,EX,VG,N,4.47-5.11×3.01,800.42,https://capitalwholesalediamonds.com/product/0-4-ct-heart-199/,heart
1789932,HEART,0.3,VS2,I,VG,EX,VG,M,3.96-4.68×2.83,805.98,https://capitalwholesalediamonds.com/product/0-3-ct-heart-389/,heart
1740726,HEART,0.29,VS2,I,GD,EX,VG,N,3.99-4.73×2.56,807.03,https://capitalwholesalediamonds.com/product/0-29-ct-heart-21/,heart
1759341,HEART,0.3,SI1,H,VG,EX,VG,N,4.19-4.71×2.64,808.01,https://capitalwholesalediamonds.com/product/0-3-ct-heart-367/,heart
1800796,HEART,0.29,SI1,D,GD,GD,GD,F,4.22-4.57×2.62,808.48,https://capitalwholesalediamonds.com/product/0-29-ct-heart-26/,heart
1800755,HEART,0.3,VS1,J,EX,EX,VG,F,4.12-4.69×2.75,808.53,https://capitalwholesalediamonds.com/product/0-3-ct-heart-407/,heart
1800790,HEART,0.3,SI2,G,VG,EX,GD,N,4.01-4.68×2.82,809.51,https://capitalwholesalediamonds.com/product/0-3-ct-heart-336/,heart
1794501,HEART,0.34,VVS2,J,EX,EX,VG,N,4.21-4.99×2.81,811.49,https://capitalwholesalediamonds.com/product/0-34-ct-heart-31/,heart
1772592,HEART,0.31,VS2,I,EX,EX,VG,F,4.09-4.74×2.67,815.80,https://capitalwholesalediamonds.com/product/0-31-ct-heart-139/,heart
1785282,HEART,0.3,VS2,I,VG,EX,GD,N,4.19-4.53×2.55,817.66,https://capitalwholesalediamonds.com/product/0-3-ct-heart-393/,heart
1800778,HEART,0.33,VS2,J,EX,EX,VG,N,4.37-4.85×2.73,819.30,https://capitalwholesalediamonds.com/product/0-33-ct-heart-57/,heart
1795897,HEART,0.33,VS2,J,EX,EX,VG,F,4.35-4.75×2.77,819.30,https://capitalwholesalediamonds.com/product/0-33-ct-heart-58/,heart
1741345,HEART,0.31,SI1,F,EX,EX,VG,N,4.09-4.82×2.80,821.61,https://capitalwholesalediamonds.com/product/0-31-ct-heart-82/,heart
1766952,HEART,0.3,VS2,I,VG,EX,VG,N,4.00-4.63×2.75,822.22,https://capitalwholesalediamonds.com/product/0-3-ct-heart-390/,heart
1785283,HEART,0.3,VS2,I,GD,VG,VG,N,4.20-4.47×2.58,829.28,https://capitalwholesalediamonds.com/product/0-3-ct-heart-394/,heart
1700302,HEART,0.29,SI1,F,GD,EX,VG,N,3.87-4.61×2.77,829.54,https://capitalwholesalediamonds.com/product/0-29-ct-heart-15/,heart
1747092,HEART,0.29,SI1,F,GD,VG,VG,F,3.96-4.62×2.81,829.54,https://capitalwholesalediamonds.com/product/0-29-ct-heart-16/,heart
1800754,HEART,0.3,VS1,J,EX,EX,EX,F,3.94-4.67×2.72,830.33,https://capitalwholesalediamonds.com/product/0-3-ct-heart-409/,heart
1786572,HEART,0.32,VS1,I,EX,VG,GD,N,4.07-4.80×2.83,831.26,https://capitalwholesalediamonds.com/product/0-32-ct-heart-84/,heart
1785300,HEART,0.3,SI2,F,VG,EX,VG,N,4.16-4.46×2.67,832.33,https://capitalwholesalediamonds.com/product/0-3-ct-heart-255/,heart
1683265,HEART,0.29,SI1,E,VG,EX,GD,N,4.23-4.62×2.58,837.87,https://capitalwholesalediamonds.com/product/0-29-ct-heart-8/,heart
1800797,HEART,0.29,SI1,E,VG,VG,GD,N,3.97-4.66×2.72,838.36,https://capitalwholesalediamonds.com/product/0-29-ct-heart-6/,heart
1771313,HEART,0.3,VVS1,I,VG,EX,GD,N,4.07-4.67×2.70,838.41,https://capitalwholesalediamonds.com/product/0-3-ct-heart-375/,heart
1775298,HEART,0.37,VS1,K,EX,EX,EX,N,4.47-5.00×2.97,840.78,https://capitalwholesalediamonds.com/product/0-37-ct-heart-4/,heart
1783865,HEART,0.3,VS2,I,EX,EX,VG,F,4.04-4.75×2.82,840.96,https://capitalwholesalediamonds.com/product/0-3-ct-heart-384/,heart
1793204,HEART,0.3,VS2,I,VG,EX,VG,N,4.26-4.50×2.48,840.96,https://capitalwholesalediamonds.com/product/0-3-ct-heart-391/,heart
1778563,HEART,0.3,VS1,I,EX,VG,GD,N,3.99-4.67×2.76,841.48,https://capitalwholesalediamonds.com/product/0-3-ct-heart-381/,heart
1791134,HEART,0.3,SI1,H,GD,VG,GD,N,4.09-4.58×2.70,845.05,https://capitalwholesalediamonds.com/product/0-3-ct-heart-370/,heart
1800051,HEART,0.3,SI2,E,GD,EX,VG,N,4.12-4.53×2.52,846.08,https://capitalwholesalediamonds.com/product/0-3-ct-heart-138/,heart
1800753,HEART,0.31,VS1,J,EX,VG,VG,N,3.95-4.66×2.71,846.74,https://capitalwholesalediamonds.com/product/0-31-ct-heart-144/,heart
1795914,HEART,0.3,SI2,F,EX,EX,GD,N,4.01-4.74×2.81,848.60,https://capitalwholesalediamonds.com/product/0-3-ct-heart-254/,heart
1800052,HEART,0.3,SI2,F,EX,VG,GD,N,3.98-4.71×2.78,848.60,https://capitalwholesalediamonds.com/product/0-3-ct-heart-256/,heart
1785299,HEART,0.31,SI2,F,EX,GD,VG,N,4.05-4.71×2.76,848.80,https://capitalwholesalediamonds.com/product/0-31-ct-heart-87/,heart
1793214,HEART,0.3,SI2,E,EX,EX,GD,N,3.97-4.73×2.80,850.12,https://capitalwholesalediamonds.com/product/0-3-ct-heart-140/,heart
1767982,HEART,0.3,SI1,G,VG,EX,VG,N,4.30-4.66×2.57,853.18,https://capitalwholesalediamonds.com/product/0-3-ct-heart-329/,heart
1763973,HEART,0.3,SI1,F,VG,EX,VG,N,4.04-4.73×2.62,855.14,https://capitalwholesalediamonds.com/product/0-3-ct-heart-235/,heart
1771384,HEART,0.37,SI1,I,EX,EX,VG,F,4.55-5.01×2.94,856.42,https://capitalwholesalediamonds.com/product/0-37-ct-heart-3/,heart
1791801,HEART,0.3,VS2,I,GD,EX,VG,N,4.29-4.52×2.46,858.18,https://capitalwholesalediamonds.com/product/0-3-ct-heart-385/,heart
1800777,HEART,0.31,VS2,I,EX,EX,VG,F,4.24-4.63×2.65,861.93,https://capitalwholesalediamonds.com/product/0-31-ct-heart-140/,heart
1791807,HEART,0.3,SI2,E,GD,EX,GD,N,3.88-4.59×2.82,863.25,https://capitalwholesalediamonds.com/product/0-3-ct-heart-139/,heart
1786578,HEART,0.3,SI1,F,GD,VG,GD,F,4.14-4.53×2.75,864.27,https://capitalwholesalediamonds.com/product/0-3-ct-heart-231/,heart
1789934,HEART,0.3,VS2,I,EX,EX,VG,N,4.05-4.66×2.72,864.27,https://capitalwholesalediamonds.com/product/0-3-ct-heart-386/,heart
1767983,HEART,0.3,SI1,G,VG,VG,VG,N,3.94-4.64×2.55,866.31,https://capitalwholesalediamonds.com/product/0-3-ct-heart-322/,heart
1674737,HEART,0.29,VS1,G,VG,VG,GD,F,4.04-4.81×2.69,866.33,https://capitalwholesalediamonds.com/product/0-29-ct-heart-18/,heart
1761674,HEART,0.4,SI2,I,VG,EX,VG,M,4.53-5.02×2.98,867.31,https://capitalwholesalediamonds.com/product/0-4-ct-heart-200/,heart
1782798,HEART,0.3,VS2,I,EX,EX,VG,N,4.22-4.60×2.61,868.34,https://capitalwholesalediamonds.com/product/0-3-ct-heart-387/,heart
1791131,HEART,0.31,VS2,I,EX,VG,VG,M,4.14-4.74×2.71,869.79,https://capitalwholesalediamonds.com/product/0-31-ct-heart-141/,heart
1783866,HEART,0.3,VS2,I,EX,EX,VG,N,4.07-4.66×2.72,870.35,https://capitalwholesalediamonds.com/product/0-3-ct-heart-388/,heart
1775316,HEART,0.3,SI1,E,VG,EX,GD,F,3.84-4.56×2.76,875.42,https://capitalwholesalediamonds.com/product/0-3-ct-heart-133/,heart
1759339,HEART,0.31,SI1,E,VG,EX,GD,N,4.24-4.72×2.64,876.06,https://capitalwholesalediamonds.com/product/0-31-ct-heart-38/,heart
1771387,HEART,0.31,SI2,E,EX,EX,VG,N,4.14-4.71×2.70,877.68,https://capitalwholesalediamonds.com/product/0-31-ct-heart-43/,heart
1772593,HEART,0.31,SI1,G,VG,VG,GD,N,4.17-4.83×2.71,879.73,https://capitalwholesalediamonds.com/product/0-31-ct-heart-112/,heart
1769675,HEART,0.3,SI1,E,VG,VG,GD,N,4.27-4.69×2.63,880.52,https://capitalwholesalediamonds.com/product/0-3-ct-heart-115/,heart
1800050,HEART,0.3,SI1,H,VG,VG,FR,F,4.04-4.51×2.49,881.03,https://capitalwholesalediamonds.com/product/0-3-ct-heart-364/,heart
1789931,HEART,0.31,VS2,I,EX,EX,VG,N,4.07-4.82×2.87,881.81,https://capitalwholesalediamonds.com/product/0-31-ct-heart-138/,heart
1781398,HEART,0.3,SI1,F,VG,EX,VG,N,4.05-4.74×2.62,882.52,https://capitalwholesalediamonds.com/product/0-3-ct-heart-248/,heart
1791138,HEART,0.34,SI2,F,EX,VG,VG,N,4.36-4.82×2.80,883.89,https://capitalwholesalediamonds.com/product/0-34-ct-heart-20/,heart
1783876,HEART,0.3,SI1,G,VG,VG,GD,N,3.98-4.63×2.68,884.06,https://capitalwholesalediamonds.com/product/0-3-ct-heart-333/,heart
1787922,HEART,0.3,VVS2,I,GD,EX,GD,N,3.80-4.61×2.82,884.06,https://capitalwholesalediamonds.com/product/0-3-ct-heart-377/,heart
1793215,HEART,0.32,SI2,F,EX,EX,VG,N,4.23-4.65×2.78,885.32,https://capitalwholesalediamonds.com/product/0-32-ct-heart-54/,heart
1762935,HEART,0.3,SI1,E,VG,EX,GD,N,3.87-4.65×2.74,885.56,https://capitalwholesalediamonds.com/product/0-3-ct-heart-125/,heart
1787974,HEART,0.3,SI1,F,VG,EX,GD,N,4.16-4.64×2.56,886.62,https://capitalwholesalediamonds.com/product/0-3-ct-heart-247/,heart
1778574,HEART,0.3,SI1,H,EX,VG,GD,F,3.97-4.65×2.69,886.64,https://capitalwholesalediamonds.com/product/0-3-ct-heart-369/,heart
1795877,HEART,0.3,VS1,I,EX,EX,VG,ST,4.25-4.65×2.62,887.62,https://capitalwholesalediamonds.com/product/0-3-ct-heart-379/,heart
1795911,HEART,0.3,SI1,G,VG,EX,GD,N,3.93-4.68×2.74,888.10,https://capitalwholesalediamonds.com/product/0-3-ct-heart-335/,heart
1800046,HEART,0.3,SI1,F,GD,VG,GD,F,4.03-4.62×2.81,890.12,https://capitalwholesalediamonds.com/product/0-3-ct-heart-228/,heart
1785291,HEART,0.3,SI1,G,EX,EX,VG,M,4.27-4.68×2.72,891.15,https://capitalwholesalediamonds.com/product/0-3-ct-heart-321/,heart
1785290,HEART,0.3,SI1,G,VG,VG,GD,N,3.89-4.66×2.76,891.15,https://capitalwholesalediamonds.com/product/0-3-ct-heart-325/,heart
1779844,HEART,0.3,SI1,F,VG,VG,GD,N,4.03-4.67×2.61,891.19,https://capitalwholesalediamonds.com/product/0-3-ct-heart-230/,heart
1763974,HEART,0.3,SI1,G,EX,EX,VG,N,4.03-4.69×2.78,892.22,https://capitalwholesalediamonds.com/product/0-3-ct-heart-330/,heart
1785284,HEART,0.3,SI1,D,VG,EX,GD,M,4.35-4.71×2.62,893.23,https://capitalwholesalediamonds.com/product/0-3-ct-heart-527/,heart
1786579,HEART,0.3,SI1,F,VG,EX,GD,N,4.33-4.61×2.67,893.71,https://capitalwholesalediamonds.com/product/0-3-ct-heart-243/,heart
1765068,HEART,0.3,SI2,D,EX,EX,VG,N,4.14-4.76×2.70,893.71,https://capitalwholesalediamonds.com/product/0-3-ct-heart-533/,heart
1791806,HEART,0.3,SI2,D,VG,EX,VG,N,4.24-4.64×2.61,893.71,https://capitalwholesalediamonds.com/product/0-3-ct-heart-534/,heart
1800044,HEART,0.3,SI1,E,VG,EX,GD,F,4.19-4.63×2.75,895.21,https://capitalwholesalediamonds.com/product/0-3-ct-heart-135/,heart
1767974,HEART,0.3,SI1,D,GD,EX,GD,N,3.87-4.54×2.74,895.73,https://capitalwholesalediamonds.com/product/0-3-ct-heart-516/,heart
1800017,HEART,0.35,VS1,I,EX,EX,GD,M,4.53-4.98×2.70,896.41,https://capitalwholesalediamonds.com/product/0-35-ct-heart-17/,heart
1795906,HEART,0.3,SI1,F,VG,EX,GD,F,4.26-4.59×2.69,897.27,https://capitalwholesalediamonds.com/product/0-3-ct-heart-246/,heart
1791805,HEART,0.3,SI1,G,VG,VG,GD,F,4.23-4.77×2.64,897.74,https://capitalwholesalediamonds.com/product/0-3-ct-heart-326/,heart
1783873,HEART,0.3,SI1,F,VG,EX,GD,F,3.93-4.71×2.71,900.77,https://capitalwholesalediamonds.com/product/0-3-ct-heart-232/,heart
1769681,HEART,0.29,VS1,F,VG,VG,VG,N,4.17-4.66×2.59,901.16,https://capitalwholesalediamonds.com/product/0-29-ct-heart-10/,heart
1750305,HEART,0.3,SI1,E,VG,EX,VG,N,3.88-4.66×2.75,901.78,https://capitalwholesalediamonds.com/product/0-3-ct-heart-123/,heart
1791136,HEART,0.31,SI2,E,EX,EX,VG,N,4.04-4.78×2.76,902.26,https://capitalwholesalediamonds.com/product/0-31-ct-heart-44/,heart
1767944,HEART,0.31,VS1,I,EX,VG,VG,N,4.01-4.74×2.76,902.81,https://capitalwholesalediamonds.com/product/0-31-ct-heart-135/,heart
1593741,HEART,0.5,SI1,K,EX,VG,VG,F,4.95-5.55×3.12,904.35,https://capitalwholesalediamonds.com/product/0-5-ct-heart-99/,heart
1766954,HEART,0.3,SI1,D,VG,VG,GD,N,4.04-4.79×2.67,905.91,https://capitalwholesalediamonds.com/product/0-3-ct-heart-522/,heart
1800751,HEART,0.3,VS1,I,VG,EX,VG,F,4.09-4.63×2.61,906.87,https://capitalwholesalediamonds.com/product/0-3-ct-heart-380/,heart
1795912,HEART,0.33,SI1,H,EX,VG,GD,F,4.35-4.73×2.66,906.92,https://capitalwholesalediamonds.com/product/0-33-ct-heart-52/,heart
1783878,HEART,0.32,SI2,D,EX,EX,GD,F,4.06-4.81×2.72,907.46,https://capitalwholesalediamonds.com/product/0-32-ct-heart-102/,heart
1793212,HEART,0.3,SI1,F,VG,EX,GD,N,4.25-4.50×2.65,907.92,https://capitalwholesalediamonds.com/product/0-3-ct-heart-229/,heart
1749163,HEART,0.3,VS1,F,EX,EX,GD,F,4.09-4.73×2.71,909.47,https://capitalwholesalediamonds.com/product/0-3-ct-heart-173/,heart
1795903,HEART,0.3,SI1,E,GD,VG,GD,N,3.88-4.76×2.75,910.94,https://capitalwholesalediamonds.com/product/0-3-ct-heart-118/,heart
1785295,HEART,0.3,SI1,H,VG,EX,VG,N,4.26-4.69×2.63,914.51,https://capitalwholesalediamonds.com/product/0-3-ct-heart-366/,heart
1800047,HEART,0.32,SI1,G,EX,EX,VG,N,4.33-4.71×2.79,917.20,https://capitalwholesalediamonds.com/product/0-32-ct-heart-74/,heart
1789938,HEART,0.31,SI1,E,EX,EX,VG,F,4.21-4.63×2.70,917.97,https://capitalwholesalediamonds.com/product/0-31-ct-heart-35/,heart
1785285,HEART,0.31,SI1,E,EX,EX,GD,N,4.15-4.50×2.68,917.97,https://capitalwholesalediamonds.com/product/0-31-ct-heart-42/,heart
1771369,HEART,0.3,SI1,E,VG,VG,GD,N,4.28-4.61×2.67,918.01,https://capitalwholesalediamonds.com/product/0-3-ct-heart-129/,heart
1791133,HEART,0.3,SI1,G,VG,EX,GD,N,4.05-4.64×2.57,918.04,https://capitalwholesalediamonds.com/product/0-3-ct-heart-324/,heart
1795908,HEART,0.3,SI1,F,VG,EX,GD,N,4.23-4.47×2.67,920.09,https://capitalwholesalediamonds.com/product/0-3-ct-heart-241/,heart
1800034,HEART,0.3,VS2,H,GD,VG,GD,N,4.24-4.71×2.62,920.09,https://capitalwholesalediamonds.com/product/0-3-ct-heart-360/,heart
1771380,HEART,0.3,SI1,G,EX,EX,VG,N,4.20-4.65×2.67,920.61,https://capitalwholesalediamonds.com/product/0-3-ct-heart-334/,heart
1789097,HEART,0.3,VVS1,I,EX,VG,VG,N,4.24-4.71×2.67,923.13,https://capitalwholesalediamonds.com/product/0-3-ct-heart-376/,heart
1779846,HEART,0.3,SI1,G,EX,EX,GD,N,4.07-4.65×2.76,923.59,https://capitalwholesalediamonds.com/product/0-3-ct-heart-319/,heart
1800788,HEART,0.32,SI2,F,EX,EX,EX,N,4.22-4.68×2.71,924.26,https://capitalwholesalediamonds.com/product/0-32-ct-heart-55/,heart
1789942,HEART,0.3,SI1,G,EX,EX,GD,N,4.13-4.68×2.63,924.65,https://capitalwholesalediamonds.com/product/0-3-ct-heart-327/,heart
1789926,HEART,0.3,VS2,E,VG,GD,GD,M,4.07-4.73×2.73,925.63,https://capitalwholesalediamonds.com/product/0-3-ct-heart-92/,heart
1791804,HEART,0.31,SI1,F,EX,EX,VG,F,3.92-4.53×2.74,926.91,https://capitalwholesalediamonds.com/product/0-31-ct-heart-85/,heart
1789118,HEART,0.31,VS1,I,VG,EX,VG,F,4.39-4.69×2.59,926.91,https://capitalwholesalediamonds.com/product/0-31-ct-heart-136/,heart
1750304,HEART,0.32,SI1,E,EX,VG,VG,N,4.38-4.79×2.81,927.00,https://capitalwholesalediamonds.com/product/0-32-ct-heart-24/,heart
1767978,HEART,0.3,SI1,F,EX,VG,VG,N,4.03-4.69×2.75,927.17,https://capitalwholesalediamonds.com/product/0-3-ct-heart-234/,heart
1750303,HEART,0.33,SI1,E,EX,EX,VG,N,4.19-4.89×2.79,928.62,https://capitalwholesalediamonds.com/product/0-33-ct-heart-6/,heart
1717448,HEART,0.29,VS1,F,VG,VG,VG,N,3.95-4.68×2.78,929.06,https://capitalwholesalediamonds.com/product/0-29-ct-heart-11/,heart
1793208,HEART,0.3,SI1,E,VG,EX,GD,N,3.98-4.84×2.71,930.75,https://capitalwholesalediamonds.com/product/0-3-ct-heart-120/,heart
1789940,HEART,0.3,SI1,E,GD,VG,GD,N,4.30-4.64×2.65,930.75,https://capitalwholesalediamonds.com/product/0-3-ct-heart-124/,heart
1749153,HEART,0.4,VS1,J,VG,EX,VG,F,4.74-5.03×2.79,932.20,https://capitalwholesalediamonds.com/product/0-4-ct-heart-203/,heart
1771368,HEART,0.3,SI1,E,EX,EX,GD,N,4.12-4.55×2.56,932.78,https://capitalwholesalediamonds.com/product/0-3-ct-heart-136/,heart
1712997,HEART,0.29,IF,G,GD,EX,GD,F,4.33-4.54×2.47,934.99,https://capitalwholesalediamonds.com/product/0-29-ct-heart-17/,heart
1779843,HEART,0.3,SI1,E,VG,EX,GD,N,4.12-4.55×2.60,937.80,https://capitalwholesalediamonds.com/product/0-3-ct-heart-121/,heart
1785281,HEART,0.3,VS2,H,VG,VG,GD,F,4.23-4.58×2.53,937.81,https://capitalwholesalediamonds.com/product/0-3-ct-heart-357/,heart
1769672,HEART,0.3,SI1,D,VG,EX,GD,N,4.13-4.55×2.73,938.32,https://capitalwholesalediamonds.com/product/0-3-ct-heart-524/,heart
